类型|留言标题|留言内容|留言时间|答复内容|答复部门|答复时间|主题分类|行政区域
建议|建议932路分段运营|建议932路分段运营， 以香泉环岛为中点。|2020-06-29|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实：车队调取客流分析，932路前往城子方向客流较多，如将线路进行调整，将会造成现有乘客的出行不便。且932路行驶至城子及史各庄时，需在场站内停车等候发车，香泉环岛暂不能满足932路驻车条件。综上所述，暂不建议分段运营。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-03|公共交通线路|NaN
建议|建议983路分段运营|983路运营线路长，时间长，堵点多，建议分段运营，提升运营效率。|2020-06-29|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，983是唯一一条从丰台区王佐镇开往朝阳区金盏乡东窑村，经过城郊和市区，贯穿丰台、海淀、朝阳三个区，联通西五环、西四环、北四环、至东四环、东五环的直达公交线路。从开通至今客流比较稳定，日均约有2万人次的客流需求（现疫情防控时期日均约有6672人次的客流需求），如盲目调整，势必会给现有983路乘客造成不便。因此，乘客建议目前不能采纳，但将作为今后我们工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|建议617路公交车延长至生命科学园西站|地铁昌平线生命科学园站至中关村生命科学园内部在早晚高峰期间有巨大的客流需求。目前虽有417、560、871、878、专134路可从地铁生命科学园站前往生命科学园内部，但是上述部分线路间隔过大，且由于辛庄桥红绿灯等待时间过长，容易造成地铁生命科学园公交站台大量乘客滞留。617路已由公交集团接管，不再存在场站管理方面的问题，建议将线路西端终点站延长至生命科学园西站，有效缓解早晚高峰生命科学园地铁站客流压力，增加生命科学园内部与京藏高速辅路沿线，龙域地区的接驳。|2020-06-29|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：线路调整工作要经过交通主管部门的批准，同时要具备一定的条件，还要考虑诸多因素，乘客的意见将作为我们今后工作的参考，我们会根据乘客的意见、具备的条件和路网的规划做好线网工作。同时我们会密切关注线路的运营和客流情况，合理安排车辆，为乘客出行提供方便。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-07|公共交通线路|NaN
建议|线路加站|建议612路张仪村南站方向增设定慧桥北站（北行）与740路内环，611路同站位停靠.因为定慧桥东站没有途径前往四季青等地区的线路，又与121路站位过远，换乘不方便，增设后方便与四环路行驶线路进行换乘。612北官厅方向建议增设定慧桥南站（北行）方便换乘740，505路等线路|2020-06-28|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：首先，您提出我线路定慧桥东站与121路站位过远，故建议612路张仪村南方向在增设定慧桥北（北行）站，经核实，该站位距121路站台254米，距740内环定慧桥北（北行）239米，不满足行业设站标准，且周边无密集居住小区，故无法增设站位，建议您从阜成门方向前往四季青桥南方向乘坐121路或61路。其次，您建议612路北官厅方向增设定慧桥南（北行）站，经核实，该站位距定慧桥东站302米，同样不满足行业设站标准，建议您从阜永路口南方向前往四季青桥南方向乘坐334路或644路。综上所述，您提出的两个建议均因不满足行业设站标准，暂时不能采纳，请谅解。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-03|公共交通线路|NaN
建议|撤销站位。|建议6路双向撤销广外关厢站改走广安门桥上，撤出站由133和53路双向代替。|2020-06-28|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，6路已停靠广外关厢站位多年，撤销后造成部分乘客乘车不便，暂不建议撤销该站位。建议乘客选择38路、57路、109路等线路，均在广安门桥上行驶。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|建议508路加站|建议508路加站，地铁五道口站，方便换乘13号线，谢谢|2020-06-28|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：为了缓解北京市道路交通拥堵问题，以及为了优化线路、减少重复线路、节约资源、减少空气污染的目的，公交集团不断对已有线路进行调整，目前北京市公交线路已组成网结构，乘客可以通过换乘的方式到达目地。508路五道口站至五道口地铁站只有200米距离较近，暂不符合加站要求。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|建议15路加站|建议15路加站，月坛北街改为双向停靠，谢谢|2020-06-28|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，15路月坛北街站位为双向站。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|建议121路加站|建议121路加站，阜成门外，方便换乘其他线路，谢谢|2020-06-28|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交站位的设置是经过有关部门批准，并考虑了当地路况、交通状况等诸多原因及设站标准，且确实符合大多数百姓出行需要，经过深入细致的调查研究之后，再经交管局等相关部门审批同意后实施的。目前该站位有61路、686路等多条相似走向线路停靠，因此，您的建议目前不能采纳，但将作为我们今后工作的参考。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|建议房53路改走长韩路加强周边小区客流吸引能力|建议房53路改走长韩路（长龙苑路口左转至稻田地铁）降低京深路独义村、独义村北站低效线路，同时快速周转大宁山庄、长龙苑、高佃村等小区居民乘坐地铁需求。（目前F75路等车时间较长，建议调整53路走向加强周边客流吸引）|2020-06-27|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：经核实，房53路首站地铁稻田站，末站大宁山庄西门。根据乘客的建议，我公司实地踏勘，房山区长阳镇长韩路不在房53路路由之上，如将线路调整至长韩路，会造成独义村、独义村北甩站，造成更多市民意见。乘客可乘坐F75路公交车，F75路首站地铁长阳站至末站大宁山庄西门，首站地铁长阳站运营时间5点30-20点30分，末站大宁山庄西门6点10-21点10分，单程运营时间40分钟，线路长度8.2公里。全日车次60，高峰计划间隔为20至30分钟，平峰计划间隔为30至40分钟。目前F75路发车间隔能够满足乘客的基本出行需求。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
建议|关于对部分公交线路更换路号的建议|建议对366路、366快车，和631路、631快车这“两对”线路中的快车重新命名、更换路号。受近年来公交线路不断调整优化，上述“两对”线路中快车慢车的起讫点、途径路由等已完全不同，如再使用快车慢车的方法命名不利于乘客区分。|2020-06-27|来信人您好，您的来信我们已收悉，针对您的意见，现答复如下：公交集团公司对公交运营车的线路号有统一安排，而且规范路号也涉及相关单位和部门的审批。感谢您对公交线网优化提出的宝贵建议，我们将认真汇总、梳理、研究您的建议，将您的建议纳入公交集团线网优化方案中。感谢您对公交行业的关注，欢迎您继续监督我们的工作。|公交集团公司|2020-07-02|公共交通线路|NaN
